title,year,journal,authors,doi,labels
Boosting the low-temperature NH3-SCR performance via metals co-doping with inequality Mn/Ce ratios in the carbon-based catalyst prepared by Cr-containing leather waste,2023,Molecular Catalysis,"Xia, Y. and Yang, Y. and Chen, Z. and Li, M. and Lan, Z. and Chen, H. and Huang, C. and Gao, Q. and Wang, R. and Chu, Y. and Wu, G. and Fang, D. and Zeng, Z. and Xiao, H.",10.1016/j.mcat.2023.113615,Residuos: Residuos con cromo
Boosting the low-temperature NH3-SCR performance via metals co-doping with inequality Mn/Ce ratios in the carbon-based catalyst prepared by Cr-containing leather waste,2023,Molecular Catalysis,"Xia, Y. and Yang, Y. and Chen, Z. and Li, M. and Lan, Z. and Chen, H. and Huang, C. and Gao, Q. and Wang, R. and Chu, Y. and Wu, G. and Fang, D. and Zeng, Z. and Xiao, H.",10.1016/j.mcat.2023.113615,Tipo de valorización: Valorización térmica
Boosting the low-temperature NH3-SCR performance via metals co-doping with inequality Mn/Ce ratios in the carbon-based catalyst prepared by Cr-containing leather waste,2023,Molecular Catalysis,"Xia, Y. and Yang, Y. and Chen, Z. and Li, M. and Lan, Z. and Chen, H. and Huang, C. and Gao, Q. and Wang, R. and Chu, Y. and Wu, G. and Fang, D. and Zeng, Z. and Xiao, H.",10.1016/j.mcat.2023.113615,Tipo de valorización: Aplicaciones ambientales
Preparation of Nontoxic Biodegradable Packaging Materials from Hazardous Leather Shaving Dusts Using Poly(Vinyl Alcohol),2024,ACS Sustainable Resource Management,"Mim, S. and Akhtar, K. and Tujjohra, F. and Rahman, M.M.",10.1021/acssusresmgt.4c00008,Producto: Materiale
Preparation of Nontoxic Biodegradable Packaging Materials from Hazardous Leather Shaving Dusts Using Poly(Vinyl Alcohol),2024,ACS Sustainable Resource Management,"Mim, S. and Akhtar, K. and Tujjohra, F. and Rahman, M.M.",10.1021/acssusresmgt.4c00008,Producto: Biomoléculas
Preparation of Nontoxic Biodegradable Packaging Materials from Hazardous Leather Shaving Dusts Using Poly(Vinyl Alcohol),2024,ACS Sustainable Resource Management,"Mim, S. and Akhtar, K. and Tujjohra, F. and Rahman, M.M.",10.1021/acssusresmgt.4c00008,Residuos: Residuos sólidos
Preparation of Nontoxic Biodegradable Packaging Materials from Hazardous Leather Shaving Dusts Using Poly(Vinyl Alcohol),2024,ACS Sustainable Resource Management,"Mim, S. and Akhtar, K. and Tujjohra, F. and Rahman, M.M.",10.1021/acssusresmgt.4c00008,Residuos: Residuos con cromo
Preparation of Nontoxic Biodegradable Packaging Materials from Hazardous Leather Shaving Dusts Using Poly(Vinyl Alcohol),2024,ACS Sustainable Resource Management,"Mim, S. and Akhtar, K. and Tujjohra, F. and Rahman, M.M.",10.1021/acssusresmgt.4c00008,Tipo de valorización: Valorización química
An integrated pickling-bating technology for reducing ammonia-nitrogen and chloride pollution in leather manufacturing,2022,Journal of Cleaner Production,"Zhang, X. and Chattha, S.A. and Song, J. and Zhang, C. and Peng, B.",10.1016/j.jclepro.2022.134070,Producto: Materiale
An integrated pickling-bating technology for reducing ammonia-nitrogen and chloride pollution in leather manufacturing,2022,Journal of Cleaner Production,"Zhang, X. and Chattha, S.A. and Song, J. and Zhang, C. and Peng, B.",10.1016/j.jclepro.2022.134070,Residuos: Residuos con cromo
An integrated pickling-bating technology for reducing ammonia-nitrogen and chloride pollution in leather manufacturing,2022,Journal of Cleaner Production,"Zhang, X. and Chattha, S.A. and Song, J. and Zhang, C. and Peng, B.",10.1016/j.jclepro.2022.134070,Residuos: Residuos líquidos
An integrated pickling-bating technology for reducing ammonia-nitrogen and chloride pollution in leather manufacturing,2022,Journal of Cleaner Production,"Zhang, X. and Chattha, S.A. and Song, J. and Zhang, C. and Peng, B.",10.1016/j.jclepro.2022.134070,Tipo de valorización: Valorización química
Nanoarchitectonics of nitrogen-doped porous carbon derived from leather wastes for solid-state supercapacitor,2022,Journal of Materials Science: Materials in Electronics,"Liu, P. and Xing, Z. and Wang, X. and Diao, S. and Duan, B. and Yang, C. and Shi, L.",10.1007/s10854-021-07678-5,Producto: Energía
Nanoarchitectonics of nitrogen-doped porous carbon derived from leather wastes for solid-state supercapacitor,2022,Journal of Materials Science: Materials in Electronics,"Liu, P. and Xing, Z. and Wang, X. and Diao, S. and Duan, B. and Yang, C. and Shi, L.",10.1007/s10854-021-07678-5,Producto: Materiale
Nanoarchitectonics of nitrogen-doped porous carbon derived from leather wastes for solid-state supercapacitor,2022,Journal of Materials Science: Materials in Electronics,"Liu, P. and Xing, Z. and Wang, X. and Diao, S. and Duan, B. and Yang, C. and Shi, L.",10.1007/s10854-021-07678-5,Residuos: Residuos sólidos
Nanoarchitectonics of nitrogen-doped porous carbon derived from leather wastes for solid-state supercapacitor,2022,Journal of Materials Science: Materials in Electronics,"Liu, P. and Xing, Z. and Wang, X. and Diao, S. and Duan, B. and Yang, C. and Shi, L.",10.1007/s10854-021-07678-5,Residuos: Residuos sin cromo
Nanoarchitectonics of nitrogen-doped porous carbon derived from leather wastes for solid-state supercapacitor,2022,Journal of Materials Science: Materials in Electronics,"Liu, P. and Xing, Z. and Wang, X. and Diao, S. and Duan, B. and Yang, C. and Shi, L.",10.1007/s10854-021-07678-5,Tipo de valorización: Valorización térmica
Turning Waste into Treasure: Multicolor Carbon Dots Synthesized from Waste Leather Scrap and their Application in Anti-Counterfeiting,2023,ACS Sustainable Chemistry and Engineering,"Zhang, W. and Li, L. and Yan, M. and Ma, J. and Wang, J. and Liu, C. and Bao, Y. and Jin, H. and Fan, Q.",10.1021/acssuschemeng.2c07045,Producto: Materiale
Turning Waste into Treasure: Multicolor Carbon Dots Synthesized from Waste Leather Scrap and their Application in Anti-Counterfeiting,2023,ACS Sustainable Chemistry and Engineering,"Zhang, W. and Li, L. and Yan, M. and Ma, J. and Wang, J. and Liu, C. and Bao, Y. and Jin, H. and Fan, Q.",10.1021/acssuschemeng.2c07045,Residuos: Residuos sólidos
Turning Waste into Treasure: Multicolor Carbon Dots Synthesized from Waste Leather Scrap and their Application in Anti-Counterfeiting,2023,ACS Sustainable Chemistry and Engineering,"Zhang, W. and Li, L. and Yan, M. and Ma, J. and Wang, J. and Liu, C. and Bao, Y. and Jin, H. and Fan, Q.",10.1021/acssuschemeng.2c07045,Tipo de valorización: Valorización química
Recovery of Cr from chrome-containing leather wastes to develop aluminum-based composite material along with Al2O3 ceramic particles: An ingenious approach,2022,Nanotechnology Reviews,"Dwivedi, S.P. and Petru, M. and Saxena, A. and Sharma, S. and Mishra, M. and Pramanik, A. and Singh, S. and Li, C. and Ilyas, R.A.",10.1515/ntrev-2022-0406,Producto: Materiale
Recovery of Cr from chrome-containing leather wastes to develop aluminum-based composite material along with Al2O3 ceramic particles: An ingenious approach,2022,Nanotechnology Reviews,"Dwivedi, S.P. and Petru, M. and Saxena, A. and Sharma, S. and Mishra, M. and Pramanik, A. and Singh, S. and Li, C. and Ilyas, R.A.",10.1515/ntrev-2022-0406,Residuos: Residuos sólidos
Recovery of Cr from chrome-containing leather wastes to develop aluminum-based composite material along with Al2O3 ceramic particles: An ingenious approach,2022,Nanotechnology Reviews,"Dwivedi, S.P. and Petru, M. and Saxena, A. and Sharma, S. and Mishra, M. and Pramanik, A. and Singh, S. and Li, C. and Ilyas, R.A.",10.1515/ntrev-2022-0406,Residuos: Residuos con cromo
Recovery of Cr from chrome-containing leather wastes to develop aluminum-based composite material along with Al2O3 ceramic particles: An ingenious approach,2022,Nanotechnology Reviews,"Dwivedi, S.P. and Petru, M. and Saxena, A. and Sharma, S. and Mishra, M. and Pramanik, A. and Singh, S. and Li, C. and Ilyas, R.A.",10.1515/ntrev-2022-0406,Tipo de valorización: Valorización química
Valorization of agitated thin film dryer (ATFD)-mixed-salt from textile wastewater for its application in leather manufacturing–a sustainable approach,2025,Environmental Technology (United Kingdom),"Ramesh, R.R. and Javid, M.A. and Pounsamy, M. and Vijayarangan, K. and Lingamurthy, S. and Rathinam, A.",10.1080/09593330.2024.2358449,Producto: Materiale
Valorization of agitated thin film dryer (ATFD)-mixed-salt from textile wastewater for its application in leather manufacturing–a sustainable approach,2025,Environmental Technology (United Kingdom),"Ramesh, R.R. and Javid, M.A. and Pounsamy, M. and Vijayarangan, K. and Lingamurthy, S. and Rathinam, A.",10.1080/09593330.2024.2358449,Residuos: Residuos sólidos
Valorization of agitated thin film dryer (ATFD)-mixed-salt from textile wastewater for its application in leather manufacturing–a sustainable approach,2025,Environmental Technology (United Kingdom),"Ramesh, R.R. and Javid, M.A. and Pounsamy, M. and Vijayarangan, K. and Lingamurthy, S. and Rathinam, A.",10.1080/09593330.2024.2358449,Residuos: Residuos líquidos
Valorization of agitated thin film dryer (ATFD)-mixed-salt from textile wastewater for its application in leather manufacturing–a sustainable approach,2025,Environmental Technology (United Kingdom),"Ramesh, R.R. and Javid, M.A. and Pounsamy, M. and Vijayarangan, K. and Lingamurthy, S. and Rathinam, A.",10.1080/09593330.2024.2358449,Tipo de valorización: Valorización química
Valorization of agitated thin film dryer (ATFD)-mixed-salt from textile wastewater for its application in leather manufacturing–a sustainable approach,2025,Environmental Technology (United Kingdom),"Ramesh, R.R. and Javid, M.A. and Pounsamy, M. and Vijayarangan, K. and Lingamurthy, S. and Rathinam, A.",10.1080/09593330.2024.2358449,Tipo de valorización: Aplicaciones ambientales
LEATHER TANNING SLUDGE IN CEMENT MORTAR: SUSTAINABLE VALORISATION,2024,Revista de Gestao Social e Ambiental,"Martins, R.J.E. and Cabral, R.M. and Pietrobelli, J.M.T.A.",10.24857/rgsa.v18n8-043,Producto: Materiale
LEATHER TANNING SLUDGE IN CEMENT MORTAR: SUSTAINABLE VALORISATION,2024,Revista de Gestao Social e Ambiental,"Martins, R.J.E. and Cabral, R.M. and Pietrobelli, J.M.T.A.",10.24857/rgsa.v18n8-043,Residuos: Residuos sólidos
LEATHER TANNING SLUDGE IN CEMENT MORTAR: SUSTAINABLE VALORISATION,2024,Revista de Gestao Social e Ambiental,"Martins, R.J.E. and Cabral, R.M. and Pietrobelli, J.M.T.A.",10.24857/rgsa.v18n8-043,Residuos: Residuos con cromo
LEATHER TANNING SLUDGE IN CEMENT MORTAR: SUSTAINABLE VALORISATION,2024,Revista de Gestao Social e Ambiental,"Martins, R.J.E. and Cabral, R.M. and Pietrobelli, J.M.T.A.",10.24857/rgsa.v18n8-043,Tipo de valorización: Valorización química
LEATHER TANNING SLUDGE IN CEMENT MORTAR: SUSTAINABLE VALORISATION,2024,Revista de Gestao Social e Ambiental,"Martins, R.J.E. and Cabral, R.M. and Pietrobelli, J.M.T.A.",10.24857/rgsa.v18n8-043,Tipo de valorización: Valorización térmica
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,2026,Materials Advances,"Liza, S.A. and Abdulla-Al-Mamun, M. and Nazmul Islam, M. and Rana, M.R.K. and Islam, M.S.",10.1039/d5ma01510c,Producto: Materiale
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,2026,Materials Advances,"Liza, S.A. and Abdulla-Al-Mamun, M. and Nazmul Islam, M. and Rana, M.R.K. and Islam, M.S.",10.1039/d5ma01510c,Producto: Biomoléculas
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,2026,Materials Advances,"Liza, S.A. and Abdulla-Al-Mamun, M. and Nazmul Islam, M. and Rana, M.R.K. and Islam, M.S.",10.1039/d5ma01510c,Residuos: Residuos sólidos
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,2026,Materials Advances,"Liza, S.A. and Abdulla-Al-Mamun, M. and Nazmul Islam, M. and Rana, M.R.K. and Islam, M.S.",10.1039/d5ma01510c,Residuos: Residuos con cromo
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,2026,Materials Advances,"Liza, S.A. and Abdulla-Al-Mamun, M. and Nazmul Islam, M. and Rana, M.R.K. and Islam, M.S.",10.1039/d5ma01510c,Tipo de valorización: Valorización química
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,2026,Materials Advances,"Liza, S.A. and Abdulla-Al-Mamun, M. and Nazmul Islam, M. and Rana, M.R.K. and Islam, M.S.",10.1039/d5ma01510c,Tipo de valorización: Valorización biológica
Compression and fracture behavior of leather particulate reinforced polymer composites,2020,Materials Research Express,"Surana, I. and Bedi, H.S. and Bhinder, J. and Ghai, V. and Chauhan, A. and Agnihotri, P.K.",10.1088/2053-1591/ab8e6f,Producto: Materiale
Compression and fracture behavior of leather particulate reinforced polymer composites,2020,Materials Research Express,"Surana, I. and Bedi, H.S. and Bhinder, J. and Ghai, V. and Chauhan, A. and Agnihotri, P.K.",10.1088/2053-1591/ab8e6f,Residuos: Residuos sólidos
Compression and fracture behavior of leather particulate reinforced polymer composites,2020,Materials Research Express,"Surana, I. and Bedi, H.S. and Bhinder, J. and Ghai, V. and Chauhan, A. and Agnihotri, P.K.",10.1088/2053-1591/ab8e6f,Tipo de valorización: Valorización química
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,2022,Process Safety and Environmental Protection,"Puhazhselvan, P. and Pandi, A. and Sujiritha, P.B. and Antony, G.S. and Jaisankar, S.N. and Ayyadurai, N. and Saravanan, P. and Kamini, N.R.",10.1016/j.psep.2021.11.003,Producto: Materiale
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,2022,Process Safety and Environmental Protection,"Puhazhselvan, P. and Pandi, A. and Sujiritha, P.B. and Antony, G.S. and Jaisankar, S.N. and Ayyadurai, N. and Saravanan, P. and Kamini, N.R.",10.1016/j.psep.2021.11.003,Producto: Biomoléculas
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,2022,Process Safety and Environmental Protection,"Puhazhselvan, P. and Pandi, A. and Sujiritha, P.B. and Antony, G.S. and Jaisankar, S.N. and Ayyadurai, N. and Saravanan, P. and Kamini, N.R.",10.1016/j.psep.2021.11.003,Residuos: Residuos sólidos
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,2022,Process Safety and Environmental Protection,"Puhazhselvan, P. and Pandi, A. and Sujiritha, P.B. and Antony, G.S. and Jaisankar, S.N. and Ayyadurai, N. and Saravanan, P. and Kamini, N.R.",10.1016/j.psep.2021.11.003,Residuos: Residuos sin cromo
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,2022,Process Safety and Environmental Protection,"Puhazhselvan, P. and Pandi, A. and Sujiritha, P.B. and Antony, G.S. and Jaisankar, S.N. and Ayyadurai, N. and Saravanan, P. and Kamini, N.R.",10.1016/j.psep.2021.11.003,Tipo de valorización: Valorización química
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,2022,Process Safety and Environmental Protection,"Puhazhselvan, P. and Pandi, A. and Sujiritha, P.B. and Antony, G.S. and Jaisankar, S.N. and Ayyadurai, N. and Saravanan, P. and Kamini, N.R.",10.1016/j.psep.2021.11.003,Tipo de valorización: Valorización biológica
Research on the use of tanned leather fibres as aggregate in obtaining asphalt mixtures,2020,Leather and Footwear Journal,"Zăinescu, G. and Constantinescu, R.R. and Răcănel, C. and Deselnicu, D.",10.24264/lfj.20.1.3,Producto: Materiale
Research on the use of tanned leather fibres as aggregate in obtaining asphalt mixtures,2020,Leather and Footwear Journal,"Zăinescu, G. and Constantinescu, R.R. and Răcănel, C. and Deselnicu, D.",10.24264/lfj.20.1.3,Residuos: Residuos sólidos
Research on the use of tanned leather fibres as aggregate in obtaining asphalt mixtures,2020,Leather and Footwear Journal,"Zăinescu, G. and Constantinescu, R.R. and Răcănel, C. and Deselnicu, D.",10.24264/lfj.20.1.3,Tipo de valorización: Valorización química
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,2024,Advances in Materials Science and Engineering,"Alemu, L.G. and Kefale, G.Y. and Hailu, R. and Tilahun, A. and Minbale, E. and Eyasu, A.",10.1155/2024/8117915,Producto: Materiale
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,2024,Advances in Materials Science and Engineering,"Alemu, L.G. and Kefale, G.Y. and Hailu, R. and Tilahun, A. and Minbale, E. and Eyasu, A.",10.1155/2024/8117915,Residuos: Residuos sólidos
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,2024,Advances in Materials Science and Engineering,"Alemu, L.G. and Kefale, G.Y. and Hailu, R. and Tilahun, A. and Minbale, E. and Eyasu, A.",10.1155/2024/8117915,Residuos: Residuos con cromo
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,2024,Advances in Materials Science and Engineering,"Alemu, L.G. and Kefale, G.Y. and Hailu, R. and Tilahun, A. and Minbale, E. and Eyasu, A.",10.1155/2024/8117915,Residuos: Residuos líquidos
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,2024,Advances in Materials Science and Engineering,"Alemu, L.G. and Kefale, G.Y. and Hailu, R. and Tilahun, A. and Minbale, E. and Eyasu, A.",10.1155/2024/8117915,Tipo de valorización: Valorización química
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,2024,Advances in Materials Science and Engineering,"Alemu, L.G. and Kefale, G.Y. and Hailu, R. and Tilahun, A. and Minbale, E. and Eyasu, A.",10.1155/2024/8117915,Tipo de valorización: Valorización biológica
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,2024,Journal of Environmental Chemical Engineering,"Han, Q. and Chen, L. and Wang, X. and Sun, R. and Li, J. and Guan, X.",10.1016/j.jece.2024.114886,Producto: Energía
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,2024,Journal of Environmental Chemical Engineering,"Han, Q. and Chen, L. and Wang, X. and Sun, R. and Li, J. and Guan, X.",10.1016/j.jece.2024.114886,Producto: Materiale
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,2024,Journal of Environmental Chemical Engineering,"Han, Q. and Chen, L. and Wang, X. and Sun, R. and Li, J. and Guan, X.",10.1016/j.jece.2024.114886,Residuos: Residuos sólidos
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,2024,Journal of Environmental Chemical Engineering,"Han, Q. and Chen, L. and Wang, X. and Sun, R. and Li, J. and Guan, X.",10.1016/j.jece.2024.114886,Residuos: Residuos con cromo
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,2024,Journal of Environmental Chemical Engineering,"Han, Q. and Chen, L. and Wang, X. and Sun, R. and Li, J. and Guan, X.",10.1016/j.jece.2024.114886,Tipo de valorización: Valorización térmica
Composite polymers from leather waste to produce smart fertilizers,2021,Polymers,"Stefan, D.S. and Bosomoiu, M. and Constantinescu, R.R. and Ignat, M.",10.3390/polym13244351,Residuos: Residuos sólidos
Composite polymers from leather waste to produce smart fertilizers,2021,Polymers,"Stefan, D.S. and Bosomoiu, M. and Constantinescu, R.R. and Ignat, M.",10.3390/polym13244351,Residuos: Residuos sin cromo
Composite polymers from leather waste to produce smart fertilizers,2021,Polymers,"Stefan, D.S. and Bosomoiu, M. and Constantinescu, R.R. and Ignat, M.",10.3390/polym13244351,Producto: Productos agrícolas
Composite polymers from leather waste to produce smart fertilizers,2021,Polymers,"Stefan, D.S. and Bosomoiu, M. and Constantinescu, R.R. and Ignat, M.",10.3390/polym13244351,Tipo de valorización: Valorización química
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,2023,Energies,"Kuligowski, K. and Cenian, A. and Konkol, I. and Świerczek, L. and Chojnacka, K. and Izydorczyk, G. and Skrzypczak, D. and Bandrów, P.",10.3390/en16093883,Residuos: Residuos sólidos
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,2023,Energies,"Kuligowski, K. and Cenian, A. and Konkol, I. and Świerczek, L. and Chojnacka, K. and Izydorczyk, G. and Skrzypczak, D. and Bandrów, P.",10.3390/en16093883,Residuos: Residuos con cromo
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,2023,Energies,"Kuligowski, K. and Cenian, A. and Konkol, I. and Świerczek, L. and Chojnacka, K. and Izydorczyk, G. and Skrzypczak, D. and Bandrów, P.",10.3390/en16093883,Residuos: Residuos sin cromo
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,2023,Energies,"Kuligowski, K. and Cenian, A. and Konkol, I. and Świerczek, L. and Chojnacka, K. and Izydorczyk, G. and Skrzypczak, D. and Bandrów, P.",10.3390/en16093883,Producto: Productos agrícolas
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,2023,Energies,"Kuligowski, K. and Cenian, A. and Konkol, I. and Świerczek, L. and Chojnacka, K. and Izydorczyk, G. and Skrzypczak, D. and Bandrów, P.",10.3390/en16093883,Tipo de valorización: Valorización química
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,2023,Energies,"Kuligowski, K. and Cenian, A. and Konkol, I. and Świerczek, L. and Chojnacka, K. and Izydorczyk, G. and Skrzypczak, D. and Bandrów, P.",10.3390/en16093883,Tipo de valorización: Valorización biológica
Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,2023,Environmental Research,"Sarinho, L. and Carvalho, P. and Patoilo, D. and Ribeiro, J.P. and Baião da Cruz, J. and Gaião, J. and Marques, C. and Nunes, M.I.",10.1016/j.envres.2023.117095,Producto: Materiale
Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,2023,Environmental Research,"Sarinho, L. and Carvalho, P. and Patoilo, D. and Ribeiro, J.P. and Baião da Cruz, J. and Gaião, J. and Marques, C. and Nunes, M.I.",10.1016/j.envres.2023.117095,Residuos: Residuos líquidos
Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,2023,Environmental Research,"Sarinho, L. and Carvalho, P. and Patoilo, D. and Ribeiro, J.P. and Baião da Cruz, J. and Gaião, J. and Marques, C. and Nunes, M.I.",10.1016/j.envres.2023.117095,Tipo de valorización: Valorización química
Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,2023,Environmental Research,"Sarinho, L. and Carvalho, P. and Patoilo, D. and Ribeiro, J.P. and Baião da Cruz, J. and Gaião, J. and Marques, C. and Nunes, M.I.",10.1016/j.envres.2023.117095,Tipo de valorización: Aplicaciones ambientales
Tannery solid waste-derived cross-scale deformable piezoresistive sensors for monitoring human body motions,2022,Journal of Materials Chemistry C,"Wei, Y. and Hao, B. and Wang, Y. and Wang, Y. and Xiao, H. and Li, L. and Huang, X. and Shi, B.",10.1039/d2tc00718e,Producto: Materiale
Tannery solid waste-derived cross-scale deformable piezoresistive sensors for monitoring human body motions,2022,Journal of Materials Chemistry C,"Wei, Y. and Hao, B. and Wang, Y. and Wang, Y. and Xiao, H. and Li, L. and Huang, X. and Shi, B.",10.1039/d2tc00718e,Residuos: Residuos sólidos
Tannery solid waste-derived cross-scale deformable piezoresistive sensors for monitoring human body motions,2022,Journal of Materials Chemistry C,"Wei, Y. and Hao, B. and Wang, Y. and Wang, Y. and Xiao, H. and Li, L. and Huang, X. and Shi, B.",10.1039/d2tc00718e,Tipo de valorización: Valorización química
Waste cooking oil and molasses for the sustainable production of extracellular lipase by Saitozyma flava,2024,Biotechnology and Applied Biochemistry,"Donzella, S. and Fumagalli, A. and Contente, M.L. and Molinari, F. and Compagno, C.",10.1002/bab.2570,Producto: Biomoléculas
Waste cooking oil and molasses for the sustainable production of extracellular lipase by Saitozyma flava,2024,Biotechnology and Applied Biochemistry,"Donzella, S. and Fumagalli, A. and Contente, M.L. and Molinari, F. and Compagno, C.",10.1002/bab.2570,Residuos: Residuos sólidos
Waste cooking oil and molasses for the sustainable production of extracellular lipase by Saitozyma flava,2024,Biotechnology and Applied Biochemistry,"Donzella, S. and Fumagalli, A. and Contente, M.L. and Molinari, F. and Compagno, C.",10.1002/bab.2570,Tipo de valorización: Valorización biológica
"Supercritical methanolysis of leather tanning waste biomass: experimental investigation, process simulation, and sustainable biodiesel production",2025,Beni-Suef University Journal of Basic and Applied Sciences,"Kamel, M. and Vitali, L. and Abdelnour, A. and Abdullah, A.A. and Hassan, A.-A.N.",10.1186/s43088-025-00635-9,Producto: Energía
"Supercritical methanolysis of leather tanning waste biomass: experimental investigation, process simulation, and sustainable biodiesel production",2025,Beni-Suef University Journal of Basic and Applied Sciences,"Kamel, M. and Vitali, L. and Abdelnour, A. and Abdullah, A.A. and Hassan, A.-A.N.",10.1186/s43088-025-00635-9,Residuos: Residuos sólidos
"Supercritical methanolysis of leather tanning waste biomass: experimental investigation, process simulation, and sustainable biodiesel production",2025,Beni-Suef University Journal of Basic and Applied Sciences,"Kamel, M. and Vitali, L. and Abdelnour, A. and Abdullah, A.A. and Hassan, A.-A.N.",10.1186/s43088-025-00635-9,Tipo de valorización: Valorización térmica
Utilization of various solid leather wastes for the production of blended bricks,2022,Clean Technologies and Environmental Policy,"Senthil, R. and Kavukcu, S.B. and Çakır, S. and Türkmen, H. and Başaran, B. and Alagumuthu, T.",10.1007/s10098-022-02295-0,Producto: Materiale
Utilization of various solid leather wastes for the production of blended bricks,2022,Clean Technologies and Environmental Policy,"Senthil, R. and Kavukcu, S.B. and Çakır, S. and Türkmen, H. and Başaran, B. and Alagumuthu, T.",10.1007/s10098-022-02295-0,Residuos: Residuos sólidos
Utilization of various solid leather wastes for the production of blended bricks,2022,Clean Technologies and Environmental Policy,"Senthil, R. and Kavukcu, S.B. and Çakır, S. and Türkmen, H. and Başaran, B. and Alagumuthu, T.",10.1007/s10098-022-02295-0,Residuos: Residuos con cromo
Utilization of various solid leather wastes for the production of blended bricks,2022,Clean Technologies and Environmental Policy,"Senthil, R. and Kavukcu, S.B. and Çakır, S. and Türkmen, H. and Başaran, B. and Alagumuthu, T.",10.1007/s10098-022-02295-0,Tipo de valorización: Valorización química
An innovative ionic liquid-aqueous biphasic system for simultaneously highly efficient dechroming and collagen recovery from chrome-tanned leather shavings at room temperature,2024,Separation and Purification Technology,"Luo, F. and Liu, Z. and Zhao, Q. and Wang, S. and He, L. and Wu, Y. and Chen, Z.",10.1016/j.seppur.2024.127861,Producto: Biomoléculas
An innovative ionic liquid-aqueous biphasic system for simultaneously highly efficient dechroming and collagen recovery from chrome-tanned leather shavings at room temperature,2024,Separation and Purification Technology,"Luo, F. and Liu, Z. and Zhao, Q. and Wang, S. and He, L. and Wu, Y. and Chen, Z.",10.1016/j.seppur.2024.127861,Residuos: Residuos sólidos
An innovative ionic liquid-aqueous biphasic system for simultaneously highly efficient dechroming and collagen recovery from chrome-tanned leather shavings at room temperature,2024,Separation and Purification Technology,"Luo, F. and Liu, Z. and Zhao, Q. and Wang, S. and He, L. and Wu, Y. and Chen, Z.",10.1016/j.seppur.2024.127861,Residuos: Residuos con cromo
An innovative ionic liquid-aqueous biphasic system for simultaneously highly efficient dechroming and collagen recovery from chrome-tanned leather shavings at room temperature,2024,Separation and Purification Technology,"Luo, F. and Liu, Z. and Zhao, Q. and Wang, S. and He, L. and Wu, Y. and Chen, Z.",10.1016/j.seppur.2024.127861,Tipo de valorización: Valorización química
