title,authors,year,journal,doi,labels,appears_in_multiple_labels,downloaded
The influence of hot-air mechanical drying on the sensory quality of specialty Colombian coffee,"Largo-Avila, E. and Suarez-Rodríguez, C.H. and Montero, J.L. and Strong, M. and Juan, O.-A.",2023,AIMS Agriculture and Food,10.3934/AGRFOOD.2023042,coffee_quality,False,no
Influence of different temperatures and airflows on drying of natural and pulped coffee,"Alves, G.E. and Borém, F.M. and Andrade, E.T. and Isquierdo, E.P. and Siqueira, V.C. and Dias, C.A.",2020,Engenharia Agricola,10.1590/1809-4430-ENG.AGRIC.V40N2P192-200/2020,coffee_quality,False,no
Endocarp analysis of a traditional variety of colombian coffee,"Muñoz, M. and Roa, M. and Correa, R.",2019,Coffee Science,10.25186/cs.v14i2.1572,coffee_quality,False,no
Physiological and sensorial quality of arabica coffee subjected to different temperatures and drying airflows,"Alves, G.E. and Borém, F.M. and Isquierdo, E.P. and Siqueira, V.C. and Cirillo, M.Â. and Pinto, A.C.F.",2017,Acta Scientiarum - Agronomy,10.4025/actasciagron.v39i2.31065,coffee_quality,False,no
The effect of drying temperature on cup quality of coffee subjected to mechanical drying,"Sandeep, T.N. and Channabasamma, B.B. and Gopinandhan, T.N. and Nagaraja, J.S.",2021,Journal of Plantation Crops,10.25081/jpc.2021.v49.i1.7059,coffee_quality,False,no
COFFEE DRYER WITH DEHYDRATED AIR: A TECHNICAL AND ECONOMIC VIABILITY ANALYSIS,"Konopatzki, E.A. and Christ, D. and Coelho, S.R.M. and Demito, A. and Werncke, I. and da M. Camicia, R.G.",2022,Engenharia Agricola,10.1590/1809-4430-Eng.Agric.v42n4e20210003/2022,coffee_quality,False,no
Quality of natural and pulped coffee as a function of temperature changes during mechanical drying,"de Oliveira, P.D. and Biaggioni, M.A.M. and Borém, F.M. and Isquierdo, E.P. and de Oliveira Vaz Damasceno, M.",2018,Coffee Science,10.25186/cs.v13i4.1435,coffee_quality,False,no
Origin of black-green defect in the artificial drying of immature coffees,"Rios, P.A. and Andrade, E.T. and Cardoso, D.B.",2021,Coffee Science,10.25186/.v16i.1884,coffee_quality,False,no
Impact of drying methods over the germinative potential of conilon coffee of late maturation,"Posse, S.C.P. and Rodrigues, W.N. and Comério, M. and Volpi, P.S. and Filho, A.C.V. and Posse, R.P. and Oliveira, V.S. and Arantes, S.D.",2019,Coffee Science,10.25186/cs.v14i4.1624,coffee_quality,False,no
Effects of geographical origin and post-harvesting processing on the bioactive compounds and sensory quality of Brazilian specialty coffee beans,"Tieghi, H. and Pereira, L.D.A. and Viana, G.S. and Katchborian-Neto, A. and Santana, D.B. and Mincato, R.L. and Dias, D.F. and Chagas-Paula, D.A. and Soares, M.G. and de Araújo, W.G. and Bueno, P.C.P.",2024,Food Research International,10.1016/j.foodres.2024.114346,coffee_quality,False,no
"Unveiling the Impact of Infrared Drying on the Quality of Coffee Leaves: A Comprehensive Analysis of Physicochemical Indices, Antioxidant Potential, Maillard Reaction Products, and Aroma Profile","Huang, Y. and Sun, Y. and Cao, Q. and Chen, D. and He, R. and Chen, X.",2025,Journal of Food Science,10.1111/1750-3841.70400,coffee_quality,False,no
"Evaluation of the impact of different drying methods on the phenolic compounds, antioxidant activity, and in vitro digestion of green coffee beans","Cheng, K. and Dong, W. and Long, Y. and Zhao, J. and Hu, R. and Zhang, Y. and Zhu, K.",2019,Food Science and Nutrition,10.1002/fsn3.948,coffee_quality,False,no
