title,year,journal,authors,doi
Experimental assessment of the thermal performance of a heat pump dryer system based on the variations in compressor discharge pressure on oregano drying,2020,Energies,"Salazar-Hincapié, A. and Delgado-Mejía, A. and Romero-Maya, A.F. and Duque-Grisales, E.",10.3390/en13236333
Exergy Analysis of a Convective Heat Pump Dryer Integrated with a Membrane Energy Recovery Ventilator,2025,Entropy,"Balaraman, A. and Rahman, M.A. and Ziviani, D. and Warsinger, D.M.",10.3390/e27020197
A novel absorption-based enclosed heat pump dryer with combining liquid desiccant dehumidification and mechanical vapor recompression: Case study and performance evaluation,2022,Case Studies in Thermal Engineering,"Su, W. and Ma, D. and Lu, Z. and Jiang, W. and Wang, F. and Xiaosong, Z.",10.1016/j.csite.2022.102091
Performance enhancement of a sludge continuous feed heat pump drying system by air deflectors and auxiliary cooling subsystems,2020,Energies,"Luo, W.-J. and Lin, C.-Y. and Wu, N.-F. and Xu, Z.-Q.",10.3390/en13246651
Experimental Investigations of Thin-layer Drying of Leaves in a Heat-Pump Assisted Tray-type Batch Drying Chamber,2020,Strojniski Vestnik/Journal of Mechanical Engineering,"Babu, A.K. and Kumaresan, G. and Antony Aroul Raj, V. and Velraj, R.",10.5545/sv-jme.2019.6510
Simulation Study on the Performance of an Enhanced Vapor-Injection Heat-Pump Drying System,2022,Energies,"Dong, S. and Liu, Y. and Meng, Z. and Zhai, S. and Hu, K. and Zhang, F. and Zhou, D.",10.3390/en15249542
Viability of an Open-Loop Heat Pump Drying System in South African Climatic Conditions †,2024,Energies,"Ngalonkulu, S.M. and Huan, Z.",10.3390/en17102432
A comprehensive review of heat pump wood drying technologies,2024,Energy,"Gao, L. and Fix, A. and Seabourne, T. and Pei, Y. and Adegbaye, P. and Hwang, Y. and Yang, B. and Radermacher, R.",10.1016/j.energy.2024.133241
Recent Applications of Heat Pump Dryer for Drying of Fruit Crops: A Review,2021,International Journal of Fruit Science,"Salehi, F.",10.1080/15538362.2021.1911746
